layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer3.1.relu,act,56,256,1,False,1,14,14,7168,599.4578735313762,3.1497574336453256,0.012303739975177,8.760594548921254,0.0342210724567236,1.85214104005054,0.0072349259376974,3.756520428720964,10,256,0.1830847650081229,251,22,57,126,183,0.0859375,0.22265625,0.4921875,0.71484375,25,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,13312,607.917372800591,3.07297556348385,0.0120038107948587,8.59640418881931,0.0335797038625754,1.8235159691502656,0.0071231092544932,3.1882938812647037,10,256,0.3160138733073221,253,22,57,126,183,0.0859375,0.22265625,0.4921875,0.71484375,50,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,25600,596.7784974453062,3.12358561510258,0.0122015063089944,8.815417033525803,0.0344352227872101,1.8405572103334116,0.0071896766028648,3.0101542083977986,10,256,0.3887268442192211,254,23,59,127,183,0.08984375,0.23046875,0.49609375,0.71484375,100,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,64512,594.0897004652427,3.1126416469023543,0.0121587564332123,8.78899512005117,0.0343320121876998,1.8363569693310096,0.0071732694114492,2.7821073660475646,10,256,0.5832319482809275,254,23,59,128,183,0.08984375,0.23046875,0.5,0.71484375,250,resnet50_random,,,,,,
layer3.1.conv3,conv,57,1024,1,False,0,14,14,1024,1223.403952362575,2.903417044859801,0.0028353682078708,7.682493194396287,0.0075024347601526,1.7675145729659576,0.001726088450162,6.2197413254567655,10,1024,0.8575157957752875,636,16,43,109,171,0.015625,0.0419921875,0.1064453125,0.1669921875,1,resnet50_random,256.0,0.0625,0.16796875,0.42578125,0.66796875,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,2048,1299.645426909476,2.86778780041478,0.0028005740238425,7.658233158221336,0.0074787433185755,1.7536905719467908,0.0017125884491667,6.401101156747643,10,1024,0.8471828055101615,636,17,46,113,175,0.0166015625,0.044921875,0.1103515625,0.1708984375,2,resnet50_random,256.0,0.06640625,0.1796875,0.44140625,0.68359375,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,5120,1197.2466938648968,3.019691640845966,0.0029489176180136,8.304917040086728,0.0081102705469596,1.8058451431509124,0.0017635206476083,6.653792283029721,10,1024,0.837828419575315,636,20,51,119,178,0.01953125,0.0498046875,0.1162109375,0.173828125,5,resnet50_random,256.0,0.078125,0.19921875,0.46484375,0.6953125,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,10240,1201.40437336105,3.055945998766052,0.0029843222644199,8.460090648091965,0.0082618072735273,1.8182378886886263,0.0017756229381724,6.824241045457608,10,1024,0.8332079781103985,635,21,52,120,179,0.0205078125,0.05078125,0.1171875,0.1748046875,10,resnet50_random,256.0,0.08203125,0.203125,0.46875,0.69921875,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,25600,1183.658871649908,3.088849316883602,0.0030164544110191,8.651699093158546,0.0084489248956626,1.828393736127052,0.0017855407579365,7.035976365644314,10,1024,0.8286877333639693,636,22,54,121,180,0.021484375,0.052734375,0.1181640625,0.17578125,25,resnet50_random,256.0,0.0859375,0.2109375,0.47265625,0.703125,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,51200,1189.9356348000003,3.080507667776152,0.0030083082693126,8.609438289697257,0.0084076545797824,1.8254298843682648,0.0017826463714533,7.202282565135819,10,1024,0.8248677661985934,633,22,54,121,179,0.021484375,0.052734375,0.1181640625,0.1748046875,50,resnet50_random,256.0,0.0859375,0.2109375,0.47265625,0.69921875,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,102400,1184.127645200233,3.08051329447606,0.0030083137641367,8.623074811181656,0.0084209714952945,1.8251119437420948,0.0017823358825606,7.372281780886842,10,1024,0.8216534357900758,632,22,54,121,179,0.021484375,0.052734375,0.1181640625,0.1748046875,100,resnet50_random,256.0,0.0859375,0.2109375,0.47265625,0.69921875,0.25
layer3.1.conv3,conv,57,1024,1,False,0,14,14,256000,1176.8684533024946,3.076093468288238,0.0030039975276252,8.621151677049992,0.0084190934346191,1.8233576519268075,0.0017806227069597,7.592459622764202,10,1024,0.8169853668544738,627,22,54,121,180,0.021484375,0.052734375,0.1181640625,0.17578125,250,resnet50_random,256.0,0.0859375,0.2109375,0.47265625,0.703125,0.25
layer3.1.relu,act,58,1024,1,False,2,14,14,1024,1248.7404204212578,2.5303789489424813,0.0024710731923266,7.396098601563768,0.0072227525405896,1.6226064692845292,0.0015845766301606,3.992653133893755,10,1024,0.3644841095889829,985,17,59,211,485,0.0166015625,0.0576171875,0.2060546875,0.4736328125,1,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,2048,1322.5653295097534,2.429116394681308,0.0023721839791809,7.336822427293148,0.0071648656516534,1.5834478931208356,0.0015463358331258,3.0999314326968705,10,1024,0.3558992284569654,1003,19,66,244,582,0.0185546875,0.064453125,0.23828125,0.568359375,2,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,5120,1224.3147175589795,2.524293342665596,0.0024651302174468,8.05149221309117,0.0078627853643468,1.6145933915452215,0.0015767513589308,2.890890101331836,10,1024,0.3130180835684726,1005,23,77,282,658,0.0224609375,0.0751953125,0.275390625,0.642578125,5,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,10240,1219.4347167878873,2.522428573811215,0.0024633091541125,8.200154351664859,0.0080079632340477,1.6129747898714124,0.0015751706932338,2.679737428823536,10,1024,0.3583485966783327,1008,25,82,296,680,0.0244140625,0.080078125,0.2890625,0.6640625,10,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,25600,1222.476877971248,2.52938892074401,0.002470106367914,8.308595261740347,0.0081138625602933,1.6151144420181682,0.0015772601972833,2.6156987889503025,10,1024,0.3564548069208603,1010,26,85,306,694,0.025390625,0.0830078125,0.298828125,0.677734375,25,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,51200,1234.478611597603,2.496822597828703,0.002438303318192,8.158515103747089,0.007967299906003,1.6037140338304212,0.0015661269861625,2.613251308410086,10,1024,0.3628928893397964,1012,26,84,305,696,0.025390625,0.08203125,0.2978515625,0.6796875,50,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,102400,1226.414542067292,2.502727218110927,0.0024440695489364,8.186381270815767,0.007994512959781,1.6057961640466114,0.0015681603164517,2.593627173693105,10,1024,0.3891385645771951,1014,26,84,307,698,0.025390625,0.08203125,0.2998046875,0.681640625,100,resnet50_random,,,,,,
layer3.1.relu,act,58,1024,1,False,2,14,14,256000,1218.6032290286837,2.495845391330054,0.0024373490149707,8.178519602432496,0.0079868355492504,1.603236527821278,0.0015656606717004,2.545508582852651,10,1024,0.4057375554676942,1015,26,84,308,699,0.025390625,0.08203125,0.30078125,0.6826171875,250,resnet50_random,,,,,,
layer3.2.conv1,conv,59,256,1,False,0,14,14,1024,2801.8329625880133,2.1215764294291564,0.0082874079274576,5.622301934310992,0.0219621169309023,1.4717578372133793,0.0057490540516147,1.920683586602307,10,256,0.929762610188093,256,13,38,116,210,0.05078125,0.1484375,0.453125,0.8203125,1,resnet50_random,256.0,0.05078125,0.1484375,0.453125,0.8203125,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,1024,2801.8329625880133,2.1215764294291564,0.0082874079274576,5.622301934310992,0.0219621169309023,1.4717578372133793,0.0057490540516147,1.920683586602307,10,256,0.929762610188093,256,13,38,116,210,0.05078125,0.1484375,0.453125,0.8203125,2,resnet50_random,256.0,0.05078125,0.1484375,0.453125,0.8203125,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,2048,2841.2960325162708,2.2315888076857635,0.0087171437800225,6.151661529812916,0.0240299278508317,1.510999156832559,0.0059023404563771,1.8026007110271085,10,256,0.9381978171177064,256,15,43,127,220,0.05859375,0.16796875,0.49609375,0.859375,5,resnet50_random,256.0,0.05859375,0.16796875,0.49609375,0.859375,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,3072,2685.2409392439827,2.2495649382743284,0.008787363040134,6.289399121735499,0.0245679653192792,1.5168798805097026,0.005925312033241,1.76051467680462,10,256,0.939468435308272,256,15,45,131,222,0.05859375,0.17578125,0.51171875,0.8671875,10,resnet50_random,256.0,0.05859375,0.17578125,0.51171875,0.8671875,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,7168,2656.588524677432,2.311733562825272,0.0090302092297862,6.605340109644506,0.0258021098032988,1.53873941555343,0.0060107008420055,1.7089911733758123,10,256,0.9414375144192886,256,17,48,137,226,0.06640625,0.1875,0.53515625,0.8828125,25,resnet50_random,256.0,0.06640625,0.1875,0.53515625,0.8828125,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,13312,2674.058431825138,2.303945405022885,0.0089997867383706,6.60714541675015,0.0258091617841802,1.5358025191305074,0.0059992285903535,1.692175691004007,10,256,0.9424235035988888,256,17,49,138,227,0.06640625,0.19140625,0.5390625,0.88671875,50,resnet50_random,256.0,0.06640625,0.19140625,0.5390625,0.88671875,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,25600,2602.5535511710327,2.353936008427465,0.0091950625329197,6.840498108412387,0.0267206957359858,1.5534723682083078,0.0060682514383137,1.681430288478501,10,256,0.9425046520821696,256,18,51,141,228,0.0703125,0.19921875,0.55078125,0.890625,100,resnet50_random,256.0,0.0703125,0.19921875,0.55078125,0.890625,1.0
layer3.2.conv1,conv,59,256,1,False,0,14,14,64512,2620.430598663949,2.349388073339575,0.0091772971614827,6.792522124138481,0.0265332895474159,1.5521427554926903,0.0060630576386433,1.6764745790788684,10,256,0.943409965397656,256,18,50,140,228,0.0703125,0.1953125,0.546875,0.890625,250,resnet50_random,256.0,0.0703125,0.1953125,0.546875,0.890625,1.0
layer3.2.relu,act,60,256,1,False,0,14,14,1024,1317.466883374541,2.097332449973461,0.0081927048827088,5.446072762075995,0.0212737217268593,1.462030386936102,0.0057110561989691,6.664351689531599,10,256,0.235029025283622,221,12,34,98,160,0.046875,0.1328125,0.3828125,0.625,1,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,1024,1317.466883374541,2.097332449973461,0.0081927048827088,5.446072762075995,0.0212737217268593,1.462030386936102,0.0057110561989691,6.664351689531599,10,256,0.235029025283622,221,12,34,98,160,0.046875,0.1328125,0.3828125,0.625,2,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,2048,1352.687188441973,2.12415346982886,0.0082974744915189,5.686598551363815,0.0222132755912649,1.470697248180732,0.0057449111257059,6.9928244638119725,10,256,0.2406415028923769,223,14,38,105,163,0.0546875,0.1484375,0.41015625,0.63671875,5,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,3072,1268.989360774808,2.215654341478308,0.0086548997713996,6.05802688617878,0.0236641675241358,1.5042044571675683,0.0058757986608108,6.762252608345286,10,256,0.2345292701062453,223,15,40,109,165,0.05859375,0.15625,0.42578125,0.64453125,10,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,7168,1284.3384205860218,2.231418114029788,0.0087164770079288,6.197404472241785,0.0242086112196944,1.509173362665678,0.0058952084479128,6.246780560900432,10,256,0.219333067277858,226,16,42,112,166,0.0625,0.1640625,0.4375,0.6484375,25,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,13312,1312.1035936267967,2.209055492295929,0.0086291230167809,6.114457236760719,0.0238845985810965,1.501235757097264,0.0058642021761611,6.578502702297887,10,256,0.2126757348315516,227,16,42,112,166,0.0625,0.1640625,0.4375,0.6484375,50,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,25600,1290.5908742977938,2.227232058618375,0.008700125228978,6.229410756431912,0.0243336357673121,1.5075001619771384,0.0058886725077231,6.317997216220356,10,256,0.2050168781255934,228,17,43,114,167,0.06640625,0.16796875,0.4453125,0.65234375,100,resnet50_random,,,,,,
layer3.2.relu,act,60,256,1,False,0,14,14,64512,1303.46305568276,2.2117852621142697,0.0086397861801338,6.146820494564215,0.0240110175568914,1.5020669175339727,0.005867448896617,5.678918480077619,10,256,0.228832659992331,230,16,43,113,167,0.0625,0.16796875,0.44140625,0.65234375,250,resnet50_random,,,,,,
layer3.2.conv2,conv,61,256,1,False,0,14,14,1024,3133.3993615591385,3.198793614841476,0.0124952875579745,7.987455584368226,0.0312009983764383,1.9091529281934647,0.0074576286257557,1.5014083520324395,10,256,0.9563020276349636,256,14,47,150,233,0.0546875,0.18359375,0.5859375,0.91015625,1,resnet50_random,256.0,0.0546875,0.18359375,0.5859375,0.91015625,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,1024,3133.3993615591385,3.198793614841476,0.0124952875579745,7.987455584368226,0.0312009983764383,1.9091529281934647,0.0074576286257557,1.5014083520324395,10,256,0.9563020276349636,256,14,47,150,233,0.0546875,0.18359375,0.5859375,0.91015625,2,resnet50_random,256.0,0.0546875,0.18359375,0.5859375,0.91015625,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,2048,3277.326659149376,3.175160265561462,0.0124029697873494,8.070752821703628,0.0315263782097798,1.8958528250684976,0.0074056750979238,1.3658809588479903,10,256,0.970083108650785,256,15,51,162,239,0.05859375,0.19921875,0.6328125,0.93359375,5,resnet50_random,256.0,0.05859375,0.19921875,0.6328125,0.93359375,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,3072,3118.0133573162,3.271562562261338,0.0127795412588333,8.391047847637791,0.0327775306548351,1.9343326544361092,0.007555986931391,1.3158710954507888,10,256,0.97354890604102,256,16,55,168,241,0.0625,0.21484375,0.65625,0.94140625,10,resnet50_random,256.0,0.0625,0.21484375,0.65625,0.94140625,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,7168,3160.8332450834628,3.356065342231624,0.0131096302430922,8.645487532999967,0.0337714356757811,1.968660261471572,0.0076900791463733,1.255279179205723,10,256,0.976958862007468,256,17,59,174,243,0.06640625,0.23046875,0.6796875,0.94921875,25,resnet50_random,256.0,0.06640625,0.23046875,0.6796875,0.94921875,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,13312,3199.7724720972665,3.3289849874960726,0.0130038476074065,8.617258820136064,0.0336611672661565,1.9569648077960056,0.0076443937804531,1.2334580379631903,10,256,0.978472428682801,256,17,61,177,244,0.06640625,0.23828125,0.69140625,0.953125,50,resnet50_random,256.0,0.06640625,0.23828125,0.69140625,0.953125,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,25600,3147.7038058023486,3.368740653082595,0.0131591431761038,8.744536203179466,0.0341583445436697,1.97346411761082,0.0077088442094172,1.2167870626073334,10,256,0.978484834576746,256,18,63,179,244,0.0703125,0.24609375,0.69921875,0.953125,100,resnet50_random,256.0,0.0703125,0.24609375,0.69921875,0.953125,1.0
layer3.2.conv2,conv,61,256,1,False,0,14,14,64512,3172.67794279121,3.324677327662233,0.0129870208111805,8.62311680699614,0.0336840500273286,1.9550349461040264,0.0076368552582188,1.2119555413448533,10,256,0.9790482113568112,256,17,62,178,244,0.06640625,0.2421875,0.6953125,0.953125,250,resnet50_random,256.0,0.06640625,0.2421875,0.6953125,0.953125,1.0
layer3.2.relu,act,62,256,1,False,1,14,14,1024,1408.9549096682972,2.857481884988755,0.0111620386132373,7.547059043161623,0.02948069938735,1.745657651784627,0.0068189752022836,4.312153525281546,10,256,0.1922537572922482,241,14,40,110,173,0.0546875,0.15625,0.4296875,0.67578125,1,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,1024,1408.9549096682972,2.857481884988755,0.0111620386132373,7.547059043161623,0.02948069938735,1.745657651784627,0.0068189752022836,4.312153525281546,10,256,0.1922537572922482,241,14,40,110,173,0.0546875,0.15625,0.4296875,0.67578125,2,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,2048,1441.666539301032,2.826097975004445,0.0110394452148611,7.609014489941195,0.0297227128513327,1.7327004786784497,0.0067683612448376,4.888477868143261,10,256,0.1366494601279756,242,15,44,115,176,0.05859375,0.171875,0.44921875,0.6875,5,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,3072,1356.6279312713268,2.9330385111522337,0.0114571816841884,7.967552380442905,0.031123251486105,1.771278012203345,0.0069190547351693,4.148267820455053,10,256,0.2217249375953021,243,16,47,118,178,0.0625,0.18359375,0.4609375,0.6953125,10,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,7168,1330.9804740786,3.086918223844523,0.0120582743118926,8.473158667655253,0.0330982760455283,1.8262771760895928,0.0071338952190999,3.641366266653152,10,256,0.2488132685829217,247,18,50,121,181,0.0703125,0.1953125,0.47265625,0.70703125,25,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,13312,1344.9461430456302,3.026650219813549,0.0118228524211466,8.39702671572221,0.0328008856082898,1.8030859324735944,0.0070433044237249,3.533108242641719,10,256,0.2777891908002559,249,18,52,122,182,0.0703125,0.203125,0.4765625,0.7109375,50,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,25600,1323.9087754067866,3.069708265303664,0.0119910479113424,8.546453891488392,0.0333845855136265,1.8183250913723763,0.0071028323881733,3.3227204216030253,10,256,0.3083613205555815,249,19,53,123,182,0.07421875,0.20703125,0.48046875,0.7109375,100,resnet50_random,,,,,,
layer3.2.relu,act,62,256,1,False,1,14,14,64512,1335.919202311081,3.03994323709652,0.0118747782699082,8.429090037153692,0.0329261329576316,1.8082028295023036,0.0070632923027433,3.533083340778824,10,256,0.2734451354656287,250,18,52,123,182,0.0703125,0.203125,0.48046875,0.7109375,250,resnet50_random,,,,,,
layer3.2.conv3,conv,63,1024,1,False,0,14,14,1024,2625.06493569059,3.0807032063523416,0.0030084992249534,8.064116307417802,0.0078751135814626,1.8294095314264855,0.0017865327455336,6.20669187207726,10,1024,0.8582224064674054,633,15,40,107,170,0.0146484375,0.0390625,0.1044921875,0.166015625,1,resnet50_random,256.0,0.05859375,0.15625,0.41796875,0.6640625,0.25
layer3.2.conv3,conv,63,1024,1,False,0,14,14,2048,2712.4891343234053,3.0089264327791185,0.0029384047195108,8.008138596115954,0.0078204478477694,1.800610712524881,0.00175840889895,6.3726868768652185,10,1024,0.8510638849175338,633,16,43,111,173,0.015625,0.0419921875,0.1083984375,0.1689453125,2,resnet50_random,256.0,0.0625,0.16796875,0.43359375,0.67578125,0.25
layer3.2.conv3,conv,63,1024,1,False,0,14,14,5120,2507.8853053601274,3.1895905898964063,0.0031148345604457,8.691111255242461,0.0084874133351977,1.862662120917752,0.0018190059774587,6.65166050591815,10,1024,0.8405522078203161,634,18,48,116,176,0.017578125,0.046875,0.11328125,0.171875,5,resnet50_random,256.0,0.0703125,0.1875,0.453125,0.6875,0.25
layer3.2.conv3,conv,63,1024,1,False,0,14,14,10240,2540.827979586909,3.1281819957698445,0.0030548652302439,8.670219687209213,0.0084670114132902,1.8378309607474608,0.0017947567976049,6.816087110359436,10,1024,0.8374646120811409,635,19,49,117,177,0.0185546875,0.0478515625,0.1142578125,0.1728515625,10,resnet50_random,256.0,0.07421875,0.19140625,0.45703125,0.69140625,0.25
layer3.2.conv3,conv,63,1024,1,False,0,14,14,25600,2537.811881823178,3.1643352984940605,0.0030901711899356,8.784103472453134,0.0085782260473175,1.85126898515712,0.0018078798683175,7.024548290186948,10,1024,0.8312074085802723,633,19,50,118,178,0.0185546875,0.048828125,0.115234375,0.173828125,25,resnet50_random,256.0,0.07421875,0.1953125,0.4609375,0.6953125,0.25
